面包房做了54个面包，第一组买了22个，还剩多少个？	32
男生有22人，女生有21人，一共有多少人？	43
两个小组一共收集了94个矿泉水瓶，第一组收集了34个，第二组收集了多少个？	60
汽车里有41人，中途有13人上车，车上现在还有多少人？	54
小红有28个气球，小芳有24个气球，一共多少个？	52
小军和小丽做灯笼，小军做了21个，小丽做了18个，一共多少个？	39
故事书有74页，小丽第一天看了20页，还剩多少页没有看？	54
羊圈里原来有58只羊，先走了6只，现在还有多少只？	52
小东上午做了58道数学题，下午做的比上午多3道，小东一共做了多少道？	119
小红看故事书，第一天看了42页，第二天看了34页，两天一共看了多少页？	76
小明今年8岁，爸爸今年35岁。爸爸比小明多多少岁？	27
小东今年18岁，妈妈今年46岁。妈妈比小东多多少岁？	28
爸爸、妈妈和哥哥一共掰了77个玉米，我掰了6个，我们家一共掰了多少个玉米？	83
小明种了97个萝卜，送给邻居15个，还剩多少个？	82
会议室里，单人椅有30把，双人椅有8把，一共能坐多少人？	46
食堂运来2车大米，每车50袋，共多少袋？	100
有40人要过河，先过去了30人，还剩多少人？	10
小明买一支钢笔花了8元，买书包的钱是80元，小明一共花了多少钱？	88
小李有43张邮票，小生的邮票比小李多9张， 小生有邮票多少张？	52
小明和爸爸一起去动物园玩，爸爸买票70元，小明买票20元，爸爸比小明多花多少元？	50
我有50元，要买一件29元的衣服，还剩多少元？	21
小明、小强参加比赛，小明得分92分，小强得分87分，小明比小强多得多少分？	5
两个球队比赛，一号队共进81分，二号队得分91分，一号比二号少多少分？	10
小明今年8岁，爸爸的年龄比小明多24岁，爸爸是多少岁？	32
小刚存了43元，小兵存的比小刚少3元，小兵存了多少钱？	40
小红、小芳要折80只纸鹤，她们已经折了51只，还要折多少只？	29
丫丫买了一本书50元，他弟弟买了一本书50元，他们一共花了多少钱？	100
2个人做了43个风车，小明做了20个，另外一个人做了多少个？	23
50棵白菜，一个筐装了30棵，另一个筐要装多少？	20
一条船上坐44人，另一条船坐55人，共多少人？	99
12元能买3辆小汽车，要买5辆小汽车要多少元？	20
有2箱水，每箱有35瓶，共多少瓶？	70
1张纸可以做8朵花，另一张纸能做20朵，一共做多少朵？	28
同学们去公园划船，一共58人，第一条船有30人，还有多少人没坐？	28
张姨用80元买了双鞋，70元买了个包，鞋比包贵多少元？	10
王老师买跳绳用了40元，买皮球用了46元，共花了多少钱？	86
小红第一天做27朵红花，第二天做了39朵，一共做了多少朵？	66
妈妈买了1个茶杯用去24元，爸爸买了1个碗用去36元。碗比茶杯贵多少？	12
25人用一条船过河，第一次坐13人，第二次要做多少人？	12
有40只小兔，小猴的比小兔多13只，小猴有多少只？	53
大象一个月吃了36个香蕉，猴子一个月吃了41个香蕉，他们一共吃了多少香蕉？	77
一本故事书78页，小红看40页，还要看多少页？	38
小东和小明一共有20元，小东有4元，小明有多少钱？	16
小朋友吃早餐，每9人坐一张桌子，要坐2张桌子，一共有多少人？	18
妈妈买了1盒彩笔，共19支，用去了15支，还剩多少支？	4
小明和小红写字，小明写了83个，小红写了74个，谁写得多？多几个？	小明，9
小明和小红写字，小明写了53个，小红写了41个，两人一共写了多少个	94
操场上有72人要排两行，一行排41个人，另一行需要排多少人？	31
有84张画，一间教室挂了41张，还有多少张？	43
同学们要做57个灯笼,已做好18个，还要做多少个？	39
从花上飞走了36只蝴蝶，又飞走了25只，两次飞走了多少只？	61
飞机场上有75架飞机，飞走了63架，现在机场上有飞机多少架？	12
小苹种43盆红花，又种了同样多的黄花，两种花共多少盆？	86
学校原有25瓶胶水，又买回19瓶，现在有多少瓶？	44
小强家有36个苹果，吃了9个，还有多少个？	27
汽车总站有33辆汽车，开走了13辆，还有几辆？	20
小朋友做剪纸 ，用了24张红纸，又用了同样多的黄纸，他们用了多少张纸？	48
马场上有39匹马，又来了52匹，现在马场上有多少匹？	91
商店有25把扇，卖去16把，现在有多少把？	9
学校有兰花和菊花共65盆，兰花有26盆，菊花有几盆？	39
小青两次画了46个 ，第一次画了9个，第二次画了多少个？	47
小红家有苹果和梨子共33个，苹果有14个，梨子有多少个？	19
学校要把42箱文具送给山区小学，已送去27箱，还要送几箱？	15
家有11棵白菜，吃了5棵，还有几棵？	6
一条马路两旁各种上48棵树，一共种树多少棵？	96
从车场开走18辆汽车，还剩24辆，车场原来有多少汽车？	42
从车场开走22辆大汽车，又开走同样多的小汽车，两次开走多少辆汽车？	44
学校体育室有16个足球 ，又买来26个，现在有多少个？	42
学雷锋小组上午修了8张椅，下午修了9张，一天修了多少张椅？	17
原来有22人看戏，来了13人，又走了6人，现在看戏的有多少人？	29
面包房做了54个面包卖了22个，还剩多少个？	32
学生共有47人，其中有16人参加比赛，还有多少人没参加？	31
2个小组一共收集了94个矿泉水瓶，第一组收集了34个，第二组收集了多少个？	60
汽车里有41人，中途有13人上车，车上现在还有多少人？	54
小红有28个气球，小芳有24个气球，共有多少个？	52
77.小军和小丽做灯笼，小军做了21个，小丽做了18个，他们共做多少个？	39
故事书有74页，小丽第一天看了20页，第二天看了23页，还剩多少页没有看？	31
79.羊圈里原来有58只羊，走了13只，现在还有多少只？	45
80.小东上午做了10道数学题，下午做的比上午多3道，小东下午做了多少道？	13
小红看故事书，第一天看了25页，第二天看的比第一天少9页，第二天看了多少页？	16
小明今年8岁，爸爸今年35岁。爸爸比小明多多少岁？	27
小东今年6岁，妈妈今年30岁。小东比妈妈小多少岁？	24
会议室里，单人椅有30把，双人椅有8把，一共有多少椅子？	38
小明和妈妈一起去动物园玩，妈妈买票用50元，小明用25元，共要花多少元？	75
我有50元，要买一件29元的衣服，还剩多少元？	21
6个小朋友要折80只纸鹤，其中一个人已折了9只，还要折多少只？	71
大家做了30个风车，可是还需要做38个，一共要做多少个？	68
22棵白菜，吃了6棵，还剩多少棵？	16
有两条船，一条船上坐18人，还有一条船上作了14人，共多少人？	32
12元能买1辆小汽车，19元能买1辆大汽车，各买一辆要多少元？	31
有2箱水，一箱有8瓶，另一箱有7瓶，共有多少瓶水？	15
同学们去公园划船，第一组有20人，第二组有34人，共多少人？	54
张姨用15元买了1双鞋，她想再买1双共要花多少元？	30
王老师买跳绳用了40元，买皮球比跳绳多花27元，买皮球花多少元？	67
小红第一天做28朵红花，第二天做19朵，共做了多少朵？	47
妈妈买了个茶杯用去24元，爸爸买了个碗用去36元。茶杯和碗共多少元？	60
25人用一条船过河，另外19人用另一条船过河，共多少人要过河？	44
有14只小兔，小猴的只数比小兔的多23只，小猴多少只？	37
一本故事书24页，小红第一天看9页，还要看几页？	15
小朋友吃早餐，一张桌子坐20人，要坐2张桌子，一共有多少人？	40
妈妈买了2盒彩笔，每盒17支，共多少支？	34
小明和小红写字，小明写了19个，小红写了27个，两人一共写了多少个？	46
动物园里有大猴20只，有小猴30只，小猴比大猴多多少只？	10
小华做了20个信封，小亮比小华多做6个，小亮做了多少个？	26
有两层书架，第一层有29本书，第二层比第一层多8 本，第二层有多少本？	37
妈妈买苹果16个，买梨子比苹果多4个，买梨子多少个？	20
饲养组有30只公鸡，母鸡比公鸡多48只，有母鸡多少只？	78
四年级有84人去郊游，五年级比四年级多去8人，五年级有多少人去郊游？	92
同学们参加劳动，摘黄瓜40筐，摘的白瓜比黄瓜少18筐，摘白瓜多少筐？	22
小明拍皮球，第一次拍35下，第二次比第一次少拍7下，第二次拍多少下？	28
小英做红星30个，做的黄星比红星少12个，做黄星多少个？	18
学校买回白粉笔37盒，彩色粉笔8盒 ，买回粉笔共多少盒？	45
学校买回白色、彩色粉笔共45盒，其中彩色粉笔8盒，买回白粉笔多少盒？	37
学校买回白粉笔37盒，彩色粉笔8盒，彩色粉笔比白粉笔少多少盒？	29
学校买回彩色粉笔8盒，买回的白粉笔比彩色粉笔多29盒，买回白粉笔多少盒？	37
学校买回白粉笔37盒，买回的彩色粉笔比白粉笔少29盒，买回彩色粉笔多少盒？	8
小合唱队有28个女同学，男同学比女同学少4个，男同学有几个？	12
小华家养32只白羊，黑羊比白羊少12只，养黑羊多少只？	20